date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-01-27,moderna,fully_vaccinated,0,0,127,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-28,moderna,fully_vaccinated,0,0,176,0,NA,NA,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-29,moderna,fully_vaccinated,0,0,184,0,NA,NA,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-30,moderna,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-31,moderna,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-01,moderna,fully_vaccinated,0,0,201,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-02,moderna,fully_vaccinated,0,0,227,0,NA,0,0,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-03,moderna,fully_vaccinated,0,0,292,0,NA,0,0,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-04,moderna,fully_vaccinated,0,0,395,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-05,moderna,fully_vaccinated,0,0,435,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-06,moderna,fully_vaccinated,0,0,436,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-07,moderna,fully_vaccinated,0,0,437,0,NA,0.14,32.04,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-08,moderna,fully_vaccinated,0,0,465,0,NA,0.14,30.11,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-09,moderna,fully_vaccinated,0,0,513,0,NA,0.14,27.29,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-10,moderna,fully_vaccinated,1,1,676,147.93,NA,0.14,20.71,100,9.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-11,moderna,fully_vaccinated,0,1,850,0,NA,0.14,16.47,0,8.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-12,moderna,fully_vaccinated,0,1,1681,0,NA,0.14,8.33,NA,8.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-13,moderna,fully_vaccinated,0,1,3791,0,NA,0.29,7.65,0,7.14,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-14,moderna,fully_vaccinated,0,1,3871,0,NA,0.29,7.49,0,6.25,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-15,moderna,fully_vaccinated,0,1,5284,0,NA,0.29,5.49,0,5.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-16,moderna,fully_vaccinated,1,2,9355,10.69,NA,0.29,3.1,33.33,9.52,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-17,moderna,fully_vaccinated,1,3,14977,6.68,NA,0.29,1.94,100,13.64,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-18,moderna,fully_vaccinated,0,3,22115,0,NA,0.43,1.94,0,12.5,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-19,moderna,fully_vaccinated,0,3,29010,0,NA,0.43,1.48,0,10.71,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-20,moderna,fully_vaccinated,0,3,32502,0,NA,0.29,0.89,0,10.34,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-21,moderna,fully_vaccinated,1,4,32965,3.03,NA,0.14,0.42,100,13.33,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-22,moderna,fully_vaccinated,0,4,40675,0,NA,0.14,0.34,0,12.5,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-23,moderna,fully_vaccinated,0,4,52158,0,NA,0.14,0.27,0,10.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-24,moderna,fully_vaccinated,0,4,64901,0,NA,0.14,0.22,0,10.26,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-25,moderna,fully_vaccinated,0,4,78886,0,NA,0,0,0,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-26,moderna,fully_vaccinated,0,4,91639,0,NA,0,0,NA,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-27,moderna,fully_vaccinated,0,4,95447,0,NA,0.29,0.3,NA,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-28,moderna,fully_vaccinated,0,4,96483,0,NA,0.43,0.45,0,9.76,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-01,moderna,fully_vaccinated,0,4,105719,0,NA,0.43,0.41,0,9.52,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-02,moderna,fully_vaccinated,2,6,116711,1.71,NA,0.57,0.49,66.67,13.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-03,moderna,fully_vaccinated,1,7,128283,0.78,NA,0.57,0.44,33.33,14.58,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-04,moderna,fully_vaccinated,0,7,139346,0,NA,0.57,0.41,0,14,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-05,moderna,fully_vaccinated,1,8,149031,0.67,NA,0.57,0.38,100,15.69,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-06,moderna,fully_vaccinated,0,8,150927,0,NA,0.29,0.19,0,15.38,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-07,moderna,fully_vaccinated,0,8,151728,0,NA,0.29,0.19,0,15.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-08,moderna,fully_vaccinated,0,8,159347,0,NA,0.29,0.18,NA,15.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-09,moderna,fully_vaccinated,0,8,169411,0,NA,0.29,0.17,0,14.81,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-10,moderna,fully_vaccinated,1,9,178671,0.56,NA,0.29,0.16,100,16.36,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-11,moderna,fully_vaccinated,0,9,188918,0,NA,0.29,0.15,0,15.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-12,moderna,fully_vaccinated,1,10,197460,0.51,NA,0.29,0.15,33.33,16.67,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-13,moderna,fully_vaccinated,0,10,199287,0,NA,0.29,0.15,0,16.39,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-14,moderna,fully_vaccinated,0,10,199635,0,NA,0.14,0.07,0,15.38,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-15,moderna,fully_vaccinated,0,10,206908,0,NA,0.14,0.07,0,14.93,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-16,moderna,fully_vaccinated,0,10,215433,0,NA,0,0,0,14.71,0,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-17,moderna,fully_vaccinated,0,10,224467,0,NA,0.14,0.06,0,14.08,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-18,moderna,fully_vaccinated,0,10,233517,0,NA,0.14,0.06,0,13.33,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-19,moderna,fully_vaccinated,0,10,241577,0,NA,0.14,0.06,0,12.82,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-20,moderna,fully_vaccinated,1,11,243254,0.41,NA,0.14,0.06,25,13.41,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-21,moderna,fully_vaccinated,0,11,243367,0,NA,0.14,0.06,0,13.25,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-22,moderna,fully_vaccinated,0,11,250221,0,NA,0.14,0.06,0,13.1,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-23,moderna,fully_vaccinated,0,11,257930,0,NA,0.14,0.05,0,12.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-24,moderna,fully_vaccinated,0,11,265135,0,NA,0.14,0.05,NA,12.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-25,moderna,fully_vaccinated,0,11,273031,0,NA,0.14,0.05,0,12.64,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-26,moderna,fully_vaccinated,0,11,279085,0,NA,0.14,0.05,NA,12.64,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-27,moderna,fully_vaccinated,1,12,280317,0.36,NA,0.14,0.05,50,13.48,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-28,moderna,fully_vaccinated,0,12,280823,0,NA,0.14,0.05,0,13.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-29,moderna,fully_vaccinated,0,12,286005,0,NA,0.29,0.1,0,12.9,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-30,moderna,fully_vaccinated,0,12,290791,0,NA,0.29,0.1,0,12.77,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-03-31,moderna,fully_vaccinated,0,12,296976,0,NA,0.29,0.1,0,12.5,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-01,moderna,fully_vaccinated,1,13,304834,0.33,NA,0.29,0.1,33.33,13.13,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-02,moderna,fully_vaccinated,0,13,306484,0,NA,0.57,0.19,0,12.75,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-03,moderna,fully_vaccinated,1,14,307609,0.33,NA,0.57,0.19,25,13.21,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-04,moderna,fully_vaccinated,0,14,307623,0,NA,0.71,0.23,0,12.96,25,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-05,moderna,fully_vaccinated,2,16,307927,0.65,NA,0.71,0.23,66.67,14.41,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-06,moderna,fully_vaccinated,0,16,314860,0,NA,0.71,0.23,0,14.16,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-07,moderna,fully_vaccinated,1,17,321352,0.31,NA,0.57,0.18,50,14.78,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-08,moderna,fully_vaccinated,1,18,329001,0.3,NA,0.57,0.17,20,15,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-09,moderna,fully_vaccinated,0,18,335903,0,NA,0.43,0.13,0,14.52,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-10,moderna,fully_vaccinated,0,18,338214,0,NA,0.43,0.13,0,14.29,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-11,moderna,fully_vaccinated,0,18,338411,0,NA,0.43,0.13,0,13.74,24.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-12,moderna,fully_vaccinated,1,19,342490,0.29,NA,0.43,0.13,50,14.29,23.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-13,moderna,fully_vaccinated,0,19,347826,0,NA,0.57,0.16,0,13.97,26.67,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-14,moderna,fully_vaccinated,1,20,353074,0.28,NA,0.71,0.2,100,14.6,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-15,moderna,fully_vaccinated,1,21,359089,0.28,NA,0.71,0.2,16.67,14.69,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-16,moderna,fully_vaccinated,1,22,364788,0.27,NA,0.71,0.19,20,14.86,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-17,moderna,fully_vaccinated,1,23,366810,0.27,NA,0.71,0.19,33.33,15.23,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-18,moderna,fully_vaccinated,0,23,366834,0,NA,0.57,0.16,0,15.13,12.04,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-19,moderna,fully_vaccinated,1,24,371549,0.27,NA,0.43,0.12,14.29,15.09,9.66,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-20,moderna,fully_vaccinated,0,24,380545,0,NA,0.43,0.11,0,14.91,10.37,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-21,moderna,fully_vaccinated,0,24,391349,0,NA,0.43,0.11,0,14.81,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-22,moderna,fully_vaccinated,0,24,406591,0,NA,0.43,0.11,0,14.63,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-23,moderna,fully_vaccinated,1,25,418917,0.24,NA,0.43,0.1,25,14.88,20.71,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-24,moderna,fully_vaccinated,1,26,423575,0.24,NA,0.57,0.13,100,15.38,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-25,moderna,fully_vaccinated,0,26,424232,0,NA,0.57,0.13,0,15.03,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-26,moderna,fully_vaccinated,1,27,437731,0.23,NA,0.71,0.16,20,15.17,29.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-27,moderna,fully_vaccinated,1,28,455431,0.22,NA,0.71,0.16,33.33,15.47,30.24,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-28,moderna,fully_vaccinated,0,28,470140,0,NA,0.57,0.12,0,14.97,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-29,moderna,fully_vaccinated,1,29,485212,0.21,NA,0.57,0.12,25,15.18,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-04-30,moderna,fully_vaccinated,1,30,493414,0.2,NA,0.43,0.09,33.33,15.46,13.09,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-01,moderna,fully_vaccinated,0,30,494725,0,NA,0.29,0.06,0,15.23,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-02,moderna,fully_vaccinated,0,30,495119,0,NA,0.57,0.12,0,15.08,15.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-03,moderna,fully_vaccinated,0,30,500114,0,NA,0.43,0.09,0,14.71,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-04,moderna,fully_vaccinated,0,30,511948,0,NA,0.29,0.06,0,14.49,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-05,moderna,fully_vaccinated,2,32,526143,0.38,NA,0.29,0.06,50,15.17,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-06,moderna,fully_vaccinated,0,32,544332,0,NA,0.29,0.05,0,14.88,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-07,moderna,fully_vaccinated,0,32,562379,0,NA,0.29,0.05,0,14.81,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-08,moderna,fully_vaccinated,0,32,569112,0,NA,0.43,0.08,0,14.68,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-09,moderna,fully_vaccinated,0,32,571137,0,NA,0.14,0.02,0,14.41,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-10,moderna,fully_vaccinated,0,32,586303,0,NA,0.29,0.05,0,14.35,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-11,moderna,fully_vaccinated,1,33,605833,0.17,NA,0.29,0.05,33.33,14.6,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-12,moderna,fully_vaccinated,0,33,626441,0,NA,0.29,0.05,0,14.41,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-13,moderna,fully_vaccinated,1,34,633222,0.16,NA,0.43,0.07,50,14.72,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-14,moderna,fully_vaccinated,0,34,652923,0,NA,0.57,0.09,0,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-15,moderna,fully_vaccinated,0,34,662143,0,NA,0.57,0.09,NA,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-16,moderna,fully_vaccinated,1,35,663949,0.15,NA,0.86,0.13,100,14.89,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-17,moderna,fully_vaccinated,1,36,683572,0.15,NA,0.71,0.1,20,15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-18,moderna,fully_vaccinated,1,37,707655,0.14,NA,0.71,0.1,16.67,15.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-19,moderna,fully_vaccinated,2,39,730943,0.27,NA,0.71,0.1,100,15.73,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-20,moderna,fully_vaccinated,0,39,759872,0,NA,0.71,0.09,0,15.66,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-21,moderna,fully_vaccinated,0,39,784546,0,NA,0.57,0.07,0,15.48,30.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-22,moderna,fully_vaccinated,0,39,796019,0,NA,0.57,0.07,0,15.42,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-23,moderna,fully_vaccinated,1,40,800485,0.12,NA,0.29,0.04,100,15.75,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-24,moderna,fully_vaccinated,0,40,809023,0,NA,0.43,0.05,0,15.62,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-25,moderna,fully_vaccinated,1,41,834035,0.12,NA,0.43,0.05,33.33,15.83,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-26,moderna,fully_vaccinated,0,41,860295,0,NA,0.57,0.07,0,15.77,36.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-27,moderna,fully_vaccinated,1,42,888772,0.11,NA,0.43,0.05,25,15.91,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-28,moderna,fully_vaccinated,0,42,919105,0,NA,0.57,0.06,0,15.73,27.38,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-29,moderna,fully_vaccinated,1,43,935026,0.11,NA,0.43,0.05,100,16.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-30,moderna,fully_vaccinated,0,43,940928,0,NA,0.43,0.05,0,15.93,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-05-31,moderna,fully_vaccinated,1,44,964644,0.1,NA,0.29,0.03,33.33,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-01,moderna,fully_vaccinated,0,44,993443,0,NA,0.43,0.04,NA,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-02,moderna,fully_vaccinated,0,44,1025881,0,NA,0.29,0.03,0,16.06,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-03,moderna,fully_vaccinated,0,44,1057785,0,NA,0.29,0.03,0,16,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-04,moderna,fully_vaccinated,1,45,1095623,0.09,NA,0.14,0.01,33.33,16.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-05,moderna,fully_vaccinated,0,45,1113859,0,NA,0.14,0.01,0,16.07,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-06,moderna,fully_vaccinated,0,45,1121799,0,NA,0.29,0.03,0,16.01,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-07,moderna,fully_vaccinated,0,45,1156385,0,NA,0.29,0.03,0,15.96,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-08,moderna,fully_vaccinated,0,45,1196644,0,NA,0.14,0.01,0,15.85,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-09,moderna,fully_vaccinated,1,46,1235444,0.08,NA,0.29,0.02,33.33,16.03,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-10,moderna,fully_vaccinated,0,46,1267174,0,NA,0.29,0.02,0,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-11,moderna,fully_vaccinated,0,46,1303051,0,NA,0.43,0.03,NA,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-12,moderna,fully_vaccinated,1,47,1323669,0.08,NA,0.57,0.04,100,16.26,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-13,moderna,fully_vaccinated,0,47,1333763,0,NA,0.43,0.03,0,16.15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-14,moderna,fully_vaccinated,1,48,1367779,0.07,NA,0.43,0.03,50,16.38,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-15,moderna,fully_vaccinated,1,49,1408984,0.07,NA,0.43,0.03,100,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-16,moderna,fully_vaccinated,0,49,1453741,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-17,moderna,fully_vaccinated,0,49,1500950,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-18,moderna,fully_vaccinated,0,49,1546557,0,NA,0.14,0.01,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-19,moderna,fully_vaccinated,0,49,1568420,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-20,moderna,fully_vaccinated,0,49,1577273,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-21,moderna,fully_vaccinated,0,49,1613539,0,NA,0,0,0,16.61,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-22,moderna,fully_vaccinated,0,49,1657961,0,NA,0,0,0,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-23,moderna,fully_vaccinated,0,49,1703646,0,NA,0,0,NA,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-24,moderna,fully_vaccinated,0,49,1750915,0,NA,0,0,0,16.5,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-25,moderna,fully_vaccinated,0,49,1795146,0,NA,0,0,0,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-26,moderna,fully_vaccinated,0,49,1818059,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-27,moderna,fully_vaccinated,0,49,1827881,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-06-28,moderna,fully_vaccinated,0,49,1870552,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-06-29,moderna,fully_vaccinated,0,49,1918098,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-06-30,moderna,fully_vaccinated,0,49,1972112,0,NA,0,0,0,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-01,moderna,fully_vaccinated,0,49,2020145,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-02,moderna,fully_vaccinated,0,49,2070688,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-03,moderna,fully_vaccinated,0,49,2104436,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-04,moderna,fully_vaccinated,0,49,2114636,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-05,moderna,fully_vaccinated,0,49,2163371,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-06,moderna,fully_vaccinated,0,49,2211911,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-07,moderna,fully_vaccinated,0,49,2260126,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-08,moderna,fully_vaccinated,0,49,2310928,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-07-09,moderna,fully_vaccinated,0,49,2358495,0,NA,0.14,0.01,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
